customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
CUST_000484,8,5,156872.88,5,3,4,Loyal Customers
CUST_000485,79,7,89451.34,3,4,2,Others
CUST_000486,59,4,12779.220000000001,4,2,1,Potential Loyalists
CUST_000487,191,5,99821.48,2,3,3,At Risk
CUST_000488,44,4,63955.92,4,2,2,Potential Loyalists
CUST_000489,480,1,38985.63,1,1,1,Lost Customers
CUST_000490,610,3,52671.03999999999,1,1,2,Lost Customers
CUST_000491,260,5,181602.17,1,3,4,At Risk
CUST_000492,369,3,31057.260000000002,1,1,1,Lost Customers
CUST_000493,367,6,263308.9,1,4,5,Champions
CUST_000494,18,9,200621.43,5,5,4,Champions
CUST_000495,402,6,308284.0,1,4,5,Champions
CUST_000496,169,3,33598.82,2,1,1,Lost Customers
CUST_000497,130,7,166281.32,3,4,4,Champions
CUST_000498,203,5,53732.15,2,3,2,At Risk
CUST_000499,76,4,112393.88,3,2,3,New Customers
CUST_000500,295,3,12641.33,1,1,1,Lost Customers
CUST_000501,49,3,25960.9,4,1,1,Potential Loyalists
CUST_000502,103,5,86165.11,3,3,2,Others
CUST_000503,88,2,37164.71,3,1,1,New Customers
CUST_000504,41,7,254874.40000000002,4,4,5,Champions
CUST_000505,141,2,76882.41,2,1,2,Lost Customers
CUST_000506,319,3,55508.55,1,1,2,Lost Customers
CUST_000507,538,4,97598.47,1,2,3,Lost Customers
CUST_000508,420,5,184307.94,1,3,4,At Risk
CUST_000509,204,6,154161.5,2,4,4,Champions
CUST_000510,57,6,116378.76000000001,4,4,3,Loyal Customers
CUST_000511,10,9,145359.02,5,5,4,Champions
CUST_000512,58,6,82262.74,4,4,2,Potential Loyalists
CUST_000513,91,9,443699.42000000004,3,5,5,Champions
CUST_000514,37,7,101462.23,4,4,3,Loyal Customers
CUST_000515,75,13,449781.32,3,5,5,Champions
CUST_000516,367,3,85433.95999999999,1,1,2,Lost Customers
CUST_000517,62,7,297280.83,4,4,5,Champions
CUST_000518,461,6,341283.38,1,4,5,Champions
CUST_000519,49,4,188866.76,4,2,4,Potential Loyalists
CUST_000520,190,4,226421.0,2,2,5,Lost Customers
CUST_000521,110,5,126094.32,3,3,3,Loyal Customers
CUST_000522,183,6,66407.61,2,4,2,At Risk
CUST_000523,445,2,79437.15,1,1,2,Lost Customers
CUST_000524,222,3,47642.65,2,1,1,Lost Customers
CUST_000525,415,5,38145.44,1,3,1,At Risk
CUST_000526,291,5,251627.09,1,3,5,At Risk
CUST_000527,163,4,62765.76,2,2,2,Lost Customers
CUST_000528,118,3,165260.69,3,1,4,New Customers
CUST_000529,260,2,6176.44,1,1,1,Lost Customers
CUST_000530,37,7,84966.86,4,4,2,Potential Loyalists
CUST_000531,491,3,82143.59,1,1,2,Lost Customers
CUST_000533,119,3,120167.81,3,1,3,New Customers
CUST_000534,114,5,61055.549999999996,3,3,2,Others
CUST_000535,14,4,310850.89,5,2,5,Potential Loyalists
CUST_000536,51,5,81964.03,4,3,2,Potential Loyalists
CUST_000537,1,5,244639.08999999997,5,3,5,Loyal Customers
CUST_000538,57,3,8577.23,4,1,1,Potential Loyalists
CUST_000539,23,5,86936.29000000001,5,3,2,Potential Loyalists
CUST_000540,31,5,98581.27,5,3,3,Loyal Customers
CUST_000541,98,7,350449.45,3,4,5,Champions
CUST_000542,176,2,7149.24,2,1,1,Lost Customers
CUST_000543,51,10,278489.82,4,5,5,Champions
CUST_000544,366,2,2947.46,1,1,1,Lost Customers
CUST_000545,17,5,68930.62,5,3,2,Potential Loyalists
CUST_000546,119,4,109012.8,3,2,3,New Customers
CUST_000547,13,10,131046.64,5,5,3,Loyal Customers
CUST_000548,35,7,434062.3,4,4,5,Champions
CUST_000549,111,4,71200.07,3,2,2,New Customers
CUST_000550,73,6,151776.99,4,4,4,Champions
CUST_000551,59,6,332033.85,4,4,5,Champions
CUST_000552,96,5,94876.98999999999,3,3,3,Loyal Customers
CUST_000553,14,3,77258.13,5,1,2,Potential Loyalists
CUST_000554,90,6,125929.05,3,4,3,Loyal Customers
CUST_000555,100,5,140518.04,3,3,3,Loyal Customers
CUST_000556,54,5,453200.38999999996,4,3,5,Loyal Customers
CUST_000557,44,2,99806.34,4,1,3,Potential Loyalists
CUST_000558,106,1,2933.48,3,1,1,New Customers
CUST_000559,64,5,44748.97,4,3,1,Potential Loyalists
CUST_000560,30,9,120437.26000000001,5,5,3,Loyal Customers
CUST_000561,219,5,91174.61000000002,2,3,2,At Risk
CUST_000562,58,7,155640.73,4,4,4,Champions
CUST_000563,414,2,4843.2,1,1,1,Lost Customers
CUST_000564,197,7,333035.44,2,4,5,Champions
CUST_000565,134,4,266870.45,2,2,5,Lost Customers
CUST_000566,236,4,190507.95,1,2,4,Lost Customers
CUST_000567,178,3,97363.73,2,1,3,Lost Customers
CUST_000568,20,8,191633.41,5,5,4,Champions
CUST_000569,297,3,196085.96000000002,1,1,4,Lost Customers
CUST_000570,86,5,165002.6,3,3,4,Loyal Customers
CUST_000571,197,4,25959.58,2,2,1,Lost Customers
CUST_000572,1,7,207678.65,5,4,4,Champions
CUST_000573,6,4,121095.56999999999,5,2,3,Potential Loyalists
CUST_000574,227,3,73634.98,2,1,2,Lost Customers
CUST_000575,121,7,177518.93,3,4,4,Champions
CUST_000576,395,2,14070.64,1,1,1,Lost Customers
CUST_000577,241,3,49075.88,1,1,2,Lost Customers
CUST_000578,46,3,132869.12,4,1,3,Potential Loyalists
CUST_000579,25,4,22140.15,5,2,1,Potential Loyalists
CUST_000580,274,2,51499.78,1,1,2,Lost Customers
CUST_000581,38,7,313330.07999999996,4,4,5,Champions
CUST_000582,378,3,30326.46,1,1,1,Lost Customers
CUST_000583,141,3,151344.83000000002,2,1,4,Lost Customers
CUST_000584,272,4,102277.65000000001,1,2,3,Lost Customers
CUST_000585,47,4,119972.51,4,2,3,Potential Loyalists
CUST_000586,8,9,220816.85,5,5,4,Champions
CUST_000587,266,3,19811.559999999998,1,1,1,Lost Customers
CUST_000588,14,4,201720.62,5,2,4,Potential Loyalists
CUST_000589,53,5,42279.020000000004,4,3,1,Potential Loyalists
CUST_000590,102,6,33719.6,3,4,1,Others
CUST_000591,165,4,151186.0,2,2,4,Lost Customers
CUST_000592,115,11,367718.64,3,5,5,Champions
CUST_000593,334,6,221499.91,1,4,4,Champions
CUST_000594,58,7,506014.78,4,4,5,Champions
CUST_000595,158,5,171337.85,2,3,4,At Risk
CUST_000596,26,3,296453.86,5,1,5,Potential Loyalists
CUST_000597,235,6,161490.36,1,4,4,Champions
CUST_000598,145,7,132289.94,2,4,3,At Risk
CUST_000599,31,5,262451.01,5,3,5,Loyal Customers
CUST_000600,8,7,105369.79000000001,5,4,3,Loyal Customers
CUST_000601,30,4,21087.08,5,2,1,Potential Loyalists
CUST_000602,48,5,23447.28,4,3,1,Potential Loyalists
CUST_000603,31,3,95728.41,5,1,3,Potential Loyalists
CUST_000605,64,6,385583.13,4,4,5,Champions
CUST_000606,78,4,109677.26,3,2,3,New Customers
CUST_000607,142,10,148089.68,2,5,4,Champions
CUST_000608,403,4,40176.72,1,2,1,Lost Customers
CUST_000609,4,8,233619.76,5,5,5,Champions
CUST_000610,10,6,213719.09,5,4,4,Champions
CUST_000611,188,6,171997.77000000002,2,4,4,Champions
CUST_000612,149,6,251790.97,2,4,5,Champions
CUST_000613,324,3,110898.8,1,1,3,Lost Customers
CUST_000614,21,7,127340.3,5,4,3,Loyal Customers
CUST_000615,115,7,152668.96,3,4,4,Champions
CUST_000616,231,4,26347.42,2,2,1,Lost Customers
CUST_000617,47,6,170185.43000000002,4,4,4,Champions
CUST_000618,500,2,50565.76,1,1,2,Lost Customers
CUST_000619,0,5,46278.14,5,3,1,Potential Loyalists
CUST_000620,310,4,183806.5,1,2,4,Lost Customers
CUST_000621,355,5,191799.28,1,3,4,At Risk
CUST_000622,245,2,5354.639999999999,1,1,1,Lost Customers
CUST_000623,5,5,110854.19,5,3,3,Loyal Customers
CUST_000624,425,2,38902.3,1,1,1,Lost Customers
CUST_000625,79,4,76570.05,3,2,2,New Customers
CUST_000626,34,6,244891.17,4,4,5,Champions
CUST_000627,39,7,250823.12,4,4,5,Champions
CUST_000628,183,5,77840.6,2,3,2,At Risk
CUST_000629,281,6,163095.77000000002,1,4,4,Champions
CUST_000630,74,7,197436.55,4,4,4,Champions
CUST_000631,116,1,8781.08,3,1,1,New Customers
CUST_000632,386,2,74851.53,1,1,2,Lost Customers
CUST_000633,52,5,169013.66999999998,4,3,4,Loyal Customers
CUST_000634,282,5,146469.02,1,3,4,At Risk
CUST_000635,80,4,112771.45999999999,3,2,3,New Customers
CUST_000636,21,7,381245.1,5,4,5,Champions
CUST_000637,140,5,126328.06000000001,2,3,3,At Risk
CUST_000638,1,10,390764.03,5,5,5,Champions
CUST_000639,14,6,87602.4,5,4,2,Potential Loyalists
CUST_000640,72,4,6995.85,4,2,1,Potential Loyalists
CUST_000641,163,4,74608.29999999999,2,2,2,Lost Customers
CUST_000642,144,5,71524.73,2,3,2,At Risk
CUST_000643,58,2,80624.64,4,1,2,Potential Loyalists
CUST_000644,392,2,21338.29,1,1,1,Lost Customers
CUST_000645,92,11,499634.98,3,5,5,Champions
CUST_000646,134,5,196175.88,2,3,4,At Risk
CUST_000647,203,11,355573.83,2,5,5,Champions
CUST_000648,85,10,102442.17,3,5,3,Loyal Customers
CUST_000649,304,5,107823.92,1,3,3,At Risk
CUST_000650,9,8,216006.17,5,5,4,Champions
CUST_000651,427,5,201533.66999999998,1,3,4,At Risk
CUST_000652,171,5,150331.1,2,3,4,At Risk
CUST_000653,223,9,304802.26,2,5,5,Champions
CUST_000654,144,5,252060.0,2,3,5,At Risk
CUST_000655,65,3,29809.22,4,1,1,Potential Loyalists
CUST_000656,51,3,24287.65,4,1,1,Potential Loyalists
CUST_000657,76,6,136719.45,3,4,3,Loyal Customers
CUST_000658,291,2,21953.960000000003,1,1,1,Lost Customers
CUST_000659,84,3,53269.4,3,1,2,New Customers
CUST_000660,724,1,45427.77,1,1,1,Lost Customers
CUST_000661,39,5,302046.43,4,3,5,Loyal Customers
CUST_000662,143,3,191566.08000000002,2,1,4,Lost Customers
CUST_000663,32,5,195462.15,5,3,4,Loyal Customers
CUST_000664,44,7,113230.64,4,4,3,Loyal Customers
CUST_000665,291,2,79722.85,1,1,2,Lost Customers
CUST_000666,195,4,100403.04000000001,2,2,3,Lost Customers
CUST_000667,15,4,52254.79000000001,5,2,2,Potential Loyalists
CUST_000668,248,5,65376.22,1,3,2,At Risk
CUST_000669,30,5,193290.21,5,3,4,Loyal Customers
CUST_000670,148,6,122031.32,2,4,3,At Risk
CUST_000671,475,2,38149.350000000006,1,1,1,Lost Customers
CUST_000672,637,2,13474.220000000001,1,1,1,Lost Customers
CUST_000673,19,5,25785.67,5,3,1,Potential Loyalists
CUST_000674,245,6,111660.95999999999,1,4,3,At Risk
CUST_000675,448,3,268606.0,1,1,5,Lost Customers
CUST_000676,187,3,13828.42,2,1,1,Lost Customers
CUST_000677,101,10,384232.95,3,5,5,Champions
CUST_000678,272,3,12363.39,1,1,1,Lost Customers
CUST_000679,144,9,297716.32,2,5,5,Champions
CUST_000680,35,4,91208.56,4,2,2,Potential Loyalists
CUST_000681,125,4,181906.02,3,2,4,New Customers
CUST_000682,53,6,68097.14,4,4,2,Potential Loyalists
CUST_000683,34,8,183230.36,4,5,4,Champions
CUST_000684,68,12,479572.15,4,5,5,Champions
CUST_000685,267,2,18983.75,1,1,1,Lost Customers
CUST_000686,127,10,364834.17,3,5,5,Champions
CUST_000687,67,7,156627.24,4,4,4,Champions
CUST_000688,257,5,144533.27,1,3,3,At Risk
CUST_000689,4,5,98818.94,5,3,3,Loyal Customers
CUST_000690,219,6,274080.14,2,4,5,Champions
CUST_000691,17,3,99287.63,5,1,3,Potential Loyalists
CUST_000692,37,4,107658.29000000001,4,2,3,Potential Loyalists
CUST_000693,580,3,74821.7,1,1,2,Lost Customers
CUST_000694,419,4,128385.31,1,2,3,Lost Customers
CUST_000695,62,3,285937.26,4,1,5,Potential Loyalists
CUST_000696,34,7,119962.01,4,4,3,Loyal Customers
CUST_000697,112,4,17114.25,3,2,1,New Customers
CUST_000698,33,3,117301.71,4,1,3,Potential Loyalists
CUST_000699,117,4,288105.66,3,2,5,New Customers
CUST_000700,52,8,281040.17,4,5,5,Champions
CUST_000701,22,8,145958.57,5,5,4,Champions
CUST_000702,53,4,124076.42,4,2,3,Potential Loyalists
CUST_000703,71,4,98942.12,4,2,3,Potential Loyalists
CUST_000704,102,4,109132.64,3,2,3,New Customers
CUST_000705,101,9,278945.71,3,5,5,Champions
CUST_000706,139,5,31676.31,2,3,1,At Risk
CUST_000707,101,3,126094.20999999999,3,1,3,New Customers
CUST_000708,63,4,66647.96,4,2,2,Potential Loyalists
CUST_000709,311,3,42967.25,1,1,1,Lost Customers
CUST_000710,160,3,32706.84,2,1,1,Lost Customers
CUST_000711,52,5,69346.54,4,3,2,Potential Loyalists
CUST_000712,22,8,202234.42,5,5,4,Champions
CUST_000713,154,6,198921.94,2,4,4,Champions
CUST_000714,148,6,532682.13,2,4,5,Champions
CUST_000715,142,7,192317.41,2,4,4,Champions
CUST_000716,254,2,118949.11,1,1,3,Lost Customers
CUST_000717,155,2,65146.72,2,1,2,Lost Customers
CUST_000718,351,4,123198.56999999999,1,2,3,Lost Customers
CUST_000719,474,3,42768.69,1,1,1,Lost Customers
CUST_000720,280,2,32183.949999999997,1,1,1,Lost Customers
CUST_000721,209,2,83726.85,2,1,2,Lost Customers
CUST_000722,267,4,242329.32,1,2,5,Lost Customers
CUST_000723,214,4,58216.6,2,2,2,Lost Customers
CUST_000724,73,3,81722.31,4,1,2,Potential Loyalists
CUST_000725,70,6,82789.76000000001,4,4,2,Potential Loyalists
CUST_000726,401,2,37462.990000000005,1,1,1,Lost Customers
CUST_000727,0,2,25681.15,5,1,1,Potential Loyalists
CUST_000728,56,5,97370.53,4,3,3,Loyal Customers
CUST_000729,185,8,158869.84999999998,2,5,4,Champions
CUST_000730,41,4,51479.00000000001,4,2,2,Potential Loyalists
CUST_000731,45,5,27701.11,4,3,1,Potential Loyalists
CUST_000732,46,5,257064.23,4,3,5,Loyal Customers
CUST_000733,48,4,367320.67000000004,4,2,5,Potential Loyalists
CUST_000734,121,5,96111.58,3,3,3,Loyal Customers
CUST_000735,47,3,47584.58,4,1,1,Potential Loyalists
CUST_000736,431,4,98977.24,1,2,3,Lost Customers
CUST_000737,18,4,115280.75,5,2,3,Potential Loyalists
CUST_000738,506,1,6955.54,1,1,1,Lost Customers
CUST_000739,188,1,90275.8,2,1,2,Lost Customers
CUST_000740,12,10,232687.77000000002,5,5,5,Champions
CUST_000741,17,4,10578.78,5,2,1,Potential Loyalists
CUST_000742,202,4,98707.02,2,2,3,Lost Customers
CUST_000743,72,5,137548.5,4,3,3,Loyal Customers
CUST_000744,48,6,202104.82,4,4,4,Champions
CUST_000745,274,5,34291.68,1,3,1,At Risk
CUST_000746,43,4,149529.27,4,2,4,Potential Loyalists
CUST_000747,7,5,68828.12,5,3,2,Potential Loyalists
CUST_000748,145,4,558799.1699999999,2,2,5,Lost Customers
CUST_000749,329,3,104043.85,1,1,3,Lost Customers
CUST_000750,57,7,98931.31,4,4,3,Loyal Customers
CUST_000751,247,4,61985.43,1,2,2,Lost Customers
CUST_000752,56,5,29002.57,4,3,1,Potential Loyalists
CUST_000753,253,1,35952.69,1,1,1,Lost Customers
CUST_000754,214,4,147858.85,2,2,4,Lost Customers
CUST_000755,196,4,40675.82,2,2,1,Lost Customers
CUST_000756,16,5,122140.62999999999,5,3,3,Loyal Customers
CUST_000757,34,7,201318.62,4,4,4,Champions
CUST_000758,126,4,12877.58,3,2,1,New Customers
CUST_000759,358,5,449830.32999999996,1,3,5,At Risk
CUST_000760,206,4,154975.6,2,2,4,Lost Customers
CUST_000761,208,5,172282.8,2,3,4,At Risk
CUST_000762,114,7,426336.47000000003,3,4,5,Champions
CUST_000763,93,3,35017.67,3,1,1,New Customers
CUST_000765,133,6,283328.69,3,4,5,Champions
CUST_000766,60,8,315430.27999999997,4,5,5,Champions
CUST_000767,65,5,78522.67,4,3,2,Potential Loyalists
CUST_000768,41,6,309756.94,4,4,5,Champions
CUST_000769,171,11,352420.25,2,5,5,Champions
CUST_000770,197,3,42368.13,2,1,1,Lost Customers
CUST_000771,33,6,110314.08,4,4,3,Loyal Customers
CUST_000772,282,4,115572.3,1,2,3,Lost Customers
CUST_000773,107,6,262127.32,3,4,5,Champions
CUST_000774,258,2,10352.64,1,1,1,Lost Customers
CUST_000775,40,5,325383.42,4,3,5,Loyal Customers
CUST_000776,360,4,101367.98,1,2,3,Lost Customers
CUST_000777,73,7,187279.45,4,4,4,Champions
CUST_000778,88,4,78846.99,3,2,2,New Customers
CUST_000779,41,3,62922.08,4,1,2,Potential Loyalists
CUST_000780,95,3,247678.04,3,1,5,New Customers
CUST_000781,408,2,43732.43,1,1,1,Lost Customers
CUST_000782,291,6,317532.5,1,4,5,Champions
CUST_000783,29,6,55493.490000000005,5,4,2,Potential Loyalists
CUST_000784,176,7,207390.44999999998,2,4,4,Champions
CUST_000785,344,10,181682.28,1,5,4,Champions
CUST_000786,426,3,74861.87999999999,1,1,2,Lost Customers
CUST_000787,30,5,197423.38,5,3,4,Loyal Customers
CUST_000788,469,4,46779.96,1,2,1,Lost Customers
CUST_000789,90,4,211101.80000000002,3,2,4,New Customers
CUST_000790,343,3,19633.17,1,1,1,Lost Customers
CUST_000791,111,9,605661.75,3,5,5,Champions
CUST_000792,92,6,154954.63,3,4,4,Champions
CUST_000793,397,3,34137.38,1,1,1,Lost Customers
CUST_000794,153,6,133066.84,2,4,3,At Risk
CUST_000795,173,9,210047.59,2,5,4,Champions
CUST_000796,230,4,63385.18,2,2,2,Lost Customers
CUST_000797,54,7,179433.5,4,4,4,Champions
CUST_000798,48,4,159671.26,4,2,4,Potential Loyalists
CUST_000799,181,2,5082.15,2,1,1,Lost Customers
CUST_000800,28,5,103705.18,5,3,3,Loyal Customers
CUST_000801,85,7,337169.82999999996,3,4,5,Champions
CUST_000802,264,5,102367.79,1,3,3,At Risk
CUST_000803,128,6,187065.44,3,4,4,Champions
CUST_000804,158,6,143352.58,2,4,3,At Risk
CUST_000805,241,2,90327.54000000001,1,1,2,Lost Customers
CUST_000806,689,1,40465.64,1,1,1,Lost Customers
CUST_000807,91,4,60436.85,3,2,2,New Customers
CUST_000808,33,4,42767.43,4,2,1,Potential Loyalists
CUST_000809,198,4,26252.53,2,2,1,Lost Customers
CUST_000810,14,8,368668.62,5,5,5,Champions
CUST_000811,67,5,122369.07,4,3,3,Loyal Customers
CUST_000812,41,7,240614.22999999998,4,4,5,Champions
CUST_000813,121,7,170454.41,3,4,4,Champions
CUST_000814,446,3,8023.389999999999,1,1,1,Lost Customers
CUST_000815,532,6,255137.13999999998,1,4,5,Champions
CUST_000816,75,8,422455.56,3,5,5,Champions
CUST_000817,355,3,241006.03999999998,1,1,5,Lost Customers
CUST_000818,78,10,163964.8,3,5,4,Champions
CUST_000819,44,3,44284.99,4,1,1,Potential Loyalists
CUST_000820,2,8,142581.73,5,5,3,Loyal Customers
CUST_000821,7,6,355015.71,5,4,5,Champions
CUST_000822,116,5,78564.74,3,3,2,Others
CUST_000823,317,5,108131.67,1,3,3,At Risk
CUST_000824,128,4,380922.47,3,2,5,New Customers
CUST_000825,176,3,48978.130000000005,2,1,2,Lost Customers
CUST_000826,102,5,263367.16,3,3,5,Loyal Customers
CUST_000827,77,8,260112.96,3,5,5,Champions
CUST_000828,62,7,247863.85,4,4,5,Champions
CUST_000829,52,3,128191.5,4,1,3,Potential Loyalists
CUST_000830,267,6,322021.3,1,4,5,Champions
CUST_000831,271,5,101157.04000000001,1,3,3,At Risk
CUST_000832,77,7,139644.53,3,4,3,Loyal Customers
CUST_000833,108,3,42228.79,3,1,1,New Customers
CUST_000834,83,7,296125.45,3,4,5,Champions
CUST_000835,340,4,31729.08,1,2,1,Lost Customers
CUST_000836,280,1,33962.02,1,1,1,Lost Customers
CUST_000837,3,4,97676.01000000001,5,2,3,Potential Loyalists
CUST_000838,360,6,222176.84,1,4,4,Champions
CUST_000839,254,2,44026.97,1,1,1,Lost Customers
CUST_000840,210,4,39387.78,2,2,1,Lost Customers
CUST_000841,252,6,156993.39,1,4,4,Champions
CUST_000842,265,3,106408.12000000001,1,1,3,Lost Customers
CUST_000843,347,1,30005.18,1,1,1,Lost Customers
CUST_000844,77,5,146189.21000000002,3,3,4,Loyal Customers
CUST_000845,299,5,132866.98,1,3,3,At Risk
CUST_000846,93,5,47963.119999999995,3,3,1,Others
CUST_000847,94,5,90993.72,3,3,2,Others
CUST_000848,13,10,319092.39,5,5,5,Champions
CUST_000849,316,3,120746.92000000001,1,1,3,Lost Customers
CUST_000850,10,8,234442.1,5,5,5,Champions
CUST_000851,326,1,11349.79,1,1,1,Lost Customers
CUST_000852,94,6,87433.22,3,4,2,Others
CUST_000853,64,5,72806.47,4,3,2,Potential Loyalists
CUST_000854,66,2,124063.1,4,1,3,Potential Loyalists
CUST_000855,14,7,140103.57,5,4,3,Loyal Customers
CUST_000856,22,7,192917.9,5,4,4,Champions
CUST_000857,82,4,44236.89,3,2,1,New Customers
CUST_000858,45,6,124470.34,4,4,3,Loyal Customers
CUST_000859,81,6,333841.89999999997,3,4,5,Champions
CUST_000860,279,3,13550.82,1,1,1,Lost Customers
CUST_000861,25,10,293955.19,5,5,5,Champions
CUST_000862,7,4,74438.23,5,2,2,Potential Loyalists
CUST_000863,271,2,6317.05,1,1,1,Lost Customers
CUST_000864,66,8,202347.1,4,5,4,Champions
CUST_000865,78,11,211393.15,3,5,4,Champions
CUST_000866,19,3,48027.68,5,1,1,Potential Loyalists
CUST_000867,70,2,11956.779999999999,4,1,1,Potential Loyalists
CUST_000868,2,10,457069.91,5,5,5,Champions
CUST_000869,174,5,26463.8,2,3,1,At Risk
CUST_000870,77,9,96907.25,3,5,3,Loyal Customers
CUST_000871,125,6,61650.93,3,4,2,Others
CUST_000872,480,2,26987.41,1,1,1,Lost Customers
CUST_000873,94,4,41630.22,3,2,1,New Customers
CUST_000874,250,4,199051.34999999998,1,2,4,Lost Customers
CUST_000875,93,4,439394.86,3,2,5,New Customers
CUST_000876,32,5,85886.88,5,3,2,Potential Loyalists
CUST_000877,240,8,69179.84,1,5,2,At Risk
CUST_000878,16,6,361094.89,5,4,5,Champions
CUST_000879,36,6,82334.46,4,4,2,Potential Loyalists
CUST_000880,98,6,310461.0,3,4,5,Champions
CUST_000881,141,3,79691.42,2,1,2,Lost Customers
CUST_000882,29,10,161991.83,5,5,4,Champions
CUST_000883,532,4,48575.09,1,2,1,Lost Customers
CUST_000884,146,1,1122.85,2,1,1,Lost Customers
CUST_000885,27,3,128609.01999999999,5,1,3,Potential Loyalists
CUST_000886,45,8,248571.59999999998,4,5,5,Champions
CUST_000887,56,6,183625.14,4,4,4,Champions
CUST_000888,136,2,61129.51,2,1,2,Lost Customers
CUST_000889,210,8,424555.65,2,5,5,Champions
CUST_000890,88,4,91164.40000000001,3,2,2,New Customers
CUST_000891,80,11,269133.56,3,5,5,Champions
CUST_000892,37,7,167810.47,4,4,4,Champions
CUST_000893,19,6,45165.72,5,4,1,Potential Loyalists
CUST_000894,15,7,259186.03,5,4,5,Champions
CUST_000895,88,4,53927.65,3,2,2,New Customers
CUST_000896,147,4,85327.61,2,2,2,Lost Customers
CUST_000897,30,6,94887.05,5,4,3,Loyal Customers
CUST_000898,258,4,94909.13,1,2,3,Lost Customers
CUST_000899,7,4,54853.92,5,2,2,Potential Loyalists
CUST_000900,63,6,343635.29000000004,4,4,5,Champions
CUST_000901,197,6,148417.86,2,4,4,Champions
CUST_000902,267,2,87067.51999999999,1,1,2,Lost Customers
CUST_000903,15,5,41430.37,5,3,1,Potential Loyalists
CUST_000904,1,9,110296.96,5,5,3,Loyal Customers
CUST_000905,30,4,39990.35,5,2,1,Potential Loyalists
CUST_000906,40,4,154021.3,4,2,4,Potential Loyalists
CUST_000907,129,5,120298.29000000001,3,3,3,Loyal Customers
CUST_000908,54,3,11416.529999999999,4,1,1,Potential Loyalists
CUST_000909,123,4,151114.26,3,2,4,New Customers
CUST_000910,16,6,185861.99,5,4,4,Champions
CUST_000911,373,2,23558.239999999998,1,1,1,Lost Customers
